interaction_id,user_id,session_id,turn_index,timestamp,support_mode,fragment,fragment_word_count,pause_intervals,repetition_detected,camera_enabled,visible_objects,pointing_target,pointing_confidence,candidate_1,candidate_2,candidate_3,top1_before_learning,confirmed_text,user_feedback,reward,memory_similarity,learned_rank_score,policy_version,split
i_02399,user_40,user_40_s07,59,1700088763,prefer_not_to_say,uh... tired... tired...,3,2.4,0,1,break;keys,break,0.79,I need a break.,I need my keys.,I need my notebook.,I need a break.,I need a break.,accepted,1,0.95,0.922,9,train
i_02400,user_01,user_01_s07,60,1700088800,prefer_not_to_say,cold...,1,2.1;2.7,0,1,headphones;blanket,,0.0,I need my blanket.,I need my headphones.,I need my glasses.,I need my blanket.,I need my blanket.,accepted,1,0.484,0.545,3,train
i_02401,user_02,user_02_s07,60,1700088837,aphasia_word_finding,I need... that... metal...,4,1.3;1.1,0,1,headphones;keys,,0.0,I need my phone.,I need my headphones.,I need my keys.,I need my headphones.,I need my keys.,rejected,-1,0.239,0.472,2,train
i_02402,user_03,user_03_s07,60,1700088874,aphasia_word_finding,cord...,1,0.9;2.5,0,1,charger;headphones,charger,0.86,I need my headphones.,I need my phone.,I need my charger.,I need my charger.,I need my charger.,accepted,1,0.298,0.747,2,train
i_02403,user_04,user_04_s07,60,1700088911,prefer_not_to_say,can you get... crowd...,4,1.5,0,1,glasses;alone,alone,0.62,I need my glasses.,I need my headphones.,I want to be alone for a bit.,I need my glasses.,I want to be alone for a bit.,rejected,-1,0.779,0.82,5,train
i_02404,user_05,user_05_s07,60,1700088948,aac,crowd...,1,1.0,0,1,tablet;alone,,0.0,I need my tablet.,I want to be alone for a bit.,I need my jacket.,I need my jacket.,I want to be alone for a bit.,rejected,-1,0.95,0.685,6,train
i_02405,user_06,user_06_s07,60,1700088985,autism_neurodivergent,I need... screen...,3,2.0,0,1,tablet;jacket,tablet,0.63,I need my blanket.,I need my jacket.,I need my tablet.,I need my tablet.,I need my tablet.,accepted,1,0.469,0.73,3,train
i_02406,user_07,user_07_s07,60,1700089022,aphasia_word_finding,stuck...,1,1.0;0.7,0,1,notebook;help,,0.0,I need my jacket.,I need help.,I need my notebook.,I need my jacket.,I need help.,rejected,-1,0.95,0.685,11,train
i_02407,user_08,user_08_s07,60,1700089059,cognitive_fatigue,I need... that... noise...,4,1.0,0,1,notebook;quiet,quiet,0.86,I need my glasses.,It is too loud.,I need my notebook.,It is too loud.,It is too loud.,accepted,1,0.95,0.943,8,train
i_02408,user_09,user_09_s07,60,1700089096,autism_neurodivergent,I want... that... go...,4,0.6;2.3,0,1,leave;blanket,,0.0,I want to leave.,I need my keys.,I need my blanket.,I need my blanket.,I want to leave.,rejected,-1,0.95,0.685,7,train
i_02409,user_10,user_10_s07,60,1700089133,autism_neurodivergent,I need... that... go...,4,1.4;1.9,0,0,,,0.0,I want to leave.,I need my jacket.,I need my headphones.,I want to leave.,I want to leave.,accepted,1,0.95,0.685,6,train
i_02410,user_11,user_11_s07,60,1700089170,aac,I want... that... go...,4,2.4;1.5,0,1,water;leave,leave,0.7,I want to leave.,I need some water.,I need my jacket.,I want to leave.,I want to leave.,accepted,1,0.95,0.895,10,train
i_02411,user_12,user_12_s07,60,1700089207,aac,I want... that... crowd...,4,0.7;1.1,0,0,,,0.0,I need my blanket.,I want to be alone for a bit.,I need my notebook.,I want to be alone for a bit.,I want to be alone for a bit.,accepted,1,0.95,0.685,8,train
i_02412,user_13,user_13_s07,60,1700089244,aac,I need... black...,3,2.7,0,0,,,0.0,I need my tablet.,I need my phone.,I need my charger.,I need my phone.,I need my phone.,accepted,1,0.662,0.599,4,train
i_02413,user_14,user_14_s07,60,1700089281,cognitive_fatigue,can we... app...,3,1.8;1.4,0,0,,,0.0,I need my glasses.,I need my phone.,I need my tablet.,I need my glasses.,I need my tablet.,rejected,-1,0.95,0.685,11,train
i_02414,user_15,user_15_s07,60,1700089318,cognitive_fatigue,I need... that... stop...,4,1.0,0,1,water;break,,0.0,I need some water.,I need my glasses.,I need a break.,I need some water.,I need a break.,rejected,-1,0.95,0.685,6,train
i_02415,user_16,user_16_s07,60,1700089355,cognitive_fatigue,I need... that... noise...,4,2.5;1.2,0,0,,,0.0,I need my tablet.,I need my glasses.,It is too loud.,I need my tablet.,It is too loud.,rejected,-1,0.95,0.685,7,train
i_02416,user_17,user_17_s07,60,1700089392,aphasia_word_finding,noise...,1,1.2;2.7,0,1,quiet;notebook,,0.0,I need my notebook.,It is too loud.,I need my phone.,I need my notebook.,It is too loud.,rejected,-1,0.95,0.685,7,train
i_02417,user_18,user_18_s07,60,1700089429,cognitive_fatigue,I... um... much...,3,1.5,0,1,glasses;quiet,quiet,0.79,I need some water.,It is too loud.,I need my glasses.,It is too loud.,It is too loud.,accepted,1,0.95,0.922,10,train
i_02418,user_19,user_19_s07,60,1700089466,aphasia_word_finding,I... um... tired...,3,2.6,0,1,break;tablet,break,0.75,I need a break.,I need my tablet.,I need my phone.,I need a break.,I need a break.,accepted,1,0.95,0.91,8,train
i_02419,user_20,user_20_s07,60,1700089503,prefer_not_to_say,can we... cup...,3,1.3,0,0,,,0.0,I need my headphones.,I need some water.,I need my notebook.,I need my headphones.,I need some water.,rejected,-1,0.282,0.485,2,train
i_02420,user_21,user_21_s07,60,1700089540,aphasia_word_finding,can you get... stop...,4,1.1;2.5,0,1,break;jacket,,0.0,I need a break.,I need my jacket.,I need my blanket.,I need a break.,I need a break.,accepted,1,0.799,0.64,5,train
i_02421,user_22,user_22_s07,60,1700089577,cognitive_fatigue,uh... drink... drink...,3,1.3;1.5,0,1,water;keys,water,0.72,I need my charger.,I need my keys.,I need some water.,I need some water.,I need some water.,accepted,1,0.32,0.712,2,train
i_02422,user_23,user_23_s07,60,1700089614,aac,I need... soft...,3,2.7,0,0,,,0.0,I need my glasses.,I need my headphones.,I need my blanket.,I need my blanket.,I need my blanket.,accepted,1,0.95,0.685,11,train
i_02423,user_24,user_24_s07,60,1700089651,prefer_not_to_say,uh... much... much...,3,2.1;2.4,0,1,quiet;blanket,,0.0,It is too loud.,I need my blanket.,I need my keys.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,8,train
i_02424,user_25,user_25_s07,60,1700089688,cognitive_fatigue,I want... that... thing...,4,1.0,0,1,headphones;charger,,0.0,I need my headphones.,I need my charger.,I need my keys.,I need my headphones.,I need my headphones.,accepted,1,0.95,0.685,7,train
i_02425,user_26,user_26_s07,60,1700089725,cognitive_fatigue,uh... loud... loud...,3,0.6;2.0,1,0,,,0.0,It is too loud.,I need my charger.,I need my tablet.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,6,train
i_02426,user_27,user_27_s07,60,1700089762,prefer_not_to_say,uh... soft... soft...,3,2.0;1.9,0,1,blanket;keys,,0.0,I need my jacket.,I need my blanket.,I need my keys.,I need my jacket.,I need my blanket.,rejected,-1,0.854,0.656,5,train
i_02427,user_28,user_28_s07,60,1700089799,prefer_not_to_say,can you get... soft...,4,2.3,0,1,blanket;water,,0.0,I need my blanket.,I need my tablet.,I need some water.,I need some water.,I need my blanket.,rejected,-1,0.422,0.527,3,train
i_02428,user_29,user_29_s07,60,1700089836,aphasia_word_finding,can we... see...,3,1.4,0,0,,,0.0,I need my headphones.,I need my glasses.,I need my phone.,I need my phone.,I need my glasses.,rejected,-1,0.3,0.49,2,train
i_02429,user_30,user_30_s07,60,1700089873,other,can we... coat...,3,0.7;2.3,0,1,keys;jacket,jacket,0.63,I need some water.,I need my jacket.,I need my keys.,I need my keys.,I need my jacket.,rejected,-1,0.95,0.874,10,train
i_02430,user_31,user_31_s07,60,1700089910,cognitive_fatigue,I... um... go...,3,0.8,0,1,phone;leave,leave,0.75,I want to leave.,I need my phone.,I need my headphones.,I want to leave.,I want to leave.,accepted,1,0.95,0.91,8,train
i_02431,user_32,user_32_s07,60,1700089947,cognitive_fatigue,I need... metal...,3,1.7;1.4,0,1,keys;notebook,,0.0,I need my charger.,I need my notebook.,I need my keys.,I need my charger.,I need my keys.,rejected,-1,0.95,0.685,11,train
i_02432,user_33,user_33_s07,60,1700089984,other,can you get... home...,4,2.4,0,1,leave;keys,leave,0.91,I want to leave.,I need my blanket.,I need my keys.,I want to leave.,I want to leave.,accepted,1,0.811,0.916,5,train
i_02433,user_34,user_34_s07,60,1700090021,speech_language,uh... much... much...,3,0.8;2.1,0,0,,,0.0,It is too loud.,I need my phone.,I need my charger.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,7,train
i_02434,user_35,user_35_s07,60,1700090058,aphasia_word_finding,read...,1,2.7;2.1,0,0,,,0.0,I need my phone.,I need my glasses.,I need my headphones.,I need my phone.,I need my glasses.,rejected,-1,0.95,0.685,9,train
i_02435,user_36,user_36_s07,60,1700090095,cognitive_fatigue,cannot...,1,2.6,0,1,help;glasses,help,0.89,I need help.,I need my glasses.,I need my jacket.,I need my glasses.,I need help.,rejected,-1,0.95,0.952,11,train
i_02436,user_37,user_37_s07,60,1700090132,autism_neurodivergent,I want... that... see...,4,1.7;2.2,1,1,glasses;tablet,,0.0,I need my glasses.,I need my tablet.,I need my headphones.,I need my headphones.,I need my glasses.,rejected,-1,0.95,0.685,9,train
i_02437,user_38,user_38_s07,60,1700090169,autism_neurodivergent,I... um... see...,3,1.6;1.7,1,1,glasses;water,,0.0,I need my keys.,I need my glasses.,I need some water.,I need my keys.,I need my glasses.,rejected,-1,0.065,0.42,1,train
i_02438,user_39,user_39_s07,60,1700090206,prefer_not_to_say,can we... soft...,3,2.1,0,0,,,0.0,I need my blanket.,I need my keys.,I need my phone.,I need my phone.,I need my blanket.,rejected,-1,0.95,0.685,7,train
i_02439,user_40,user_40_s07,60,1700090243,prefer_not_to_say,I want... that... warm...,4,1.0;1.7,1,0,,,0.0,I need my jacket.,I need my blanket.,I need my tablet.,I need my tablet.,I need my jacket.,rejected,-1,0.414,0.524,3,train
i_02440,user_01,user_01_s07,61,1700090280,prefer_not_to_say,uh... cup... cup...,3,0.9,0,0,,,0.0,I need my keys.,I need my phone.,I need some water.,I need my keys.,I need some water.,rejected,-1,0.95,0.685,9,train
i_02441,user_02,user_02_s07,61,1700090317,aphasia_word_finding,can we... thing...,3,1.5,0,1,phone;water,,0.0,I need my tablet.,I need my phone.,I need some water.,I need my tablet.,I need my phone.,rejected,-1,0.083,0.425,1,train
i_02442,user_03,user_03_s07,61,1700090354,aphasia_word_finding,can we... go...,3,1.6;2.4,0,1,glasses;leave,leave,0.94,I want to leave.,I need my tablet.,I need my glasses.,I need my tablet.,I want to leave.,rejected,-1,0.819,0.928,5,train
i_02443,user_04,user_04_s07,61,1700090391,prefer_not_to_say,stop...,1,0.7;1.0,0,1,blanket;break,,0.0,I need my headphones.,I need my blanket.,I need a break.,I need my headphones.,I need a break.,rejected,-1,0.95,0.685,6,train
i_02444,user_05,user_05_s07,61,1700090428,aac,uh... stop... stop...,3,2.7;0.8,0,1,keys;break,break,0.78,I need my glasses.,I need my keys.,I need a break.,I need a break.,I need a break.,accepted,1,0.652,0.83,4,train
i_02445,user_06,user_06_s07,61,1700090465,autism_neurodivergent,uh... tired... tired...,3,1.1;2.6,0,1,break;blanket,break,0.82,I need my blanket.,I need my jacket.,I need a break.,I need a break.,I need a break.,accepted,1,0.95,0.931,9,train
i_02446,user_07,user_07_s07,61,1700090502,aphasia_word_finding,I need... that... blue...,4,1.7;1.4,0,0,,,0.0,I need my notebook.,I need my keys.,I need my tablet.,I need my notebook.,I need my notebook.,accepted,1,0.95,0.685,8,train
i_02447,user_08,user_08_s07,61,1700090539,cognitive_fatigue,can you get... much...,4,1.6;1.5,0,0,,,0.0,I need my blanket.,I need a break.,I need my jacket.,I need my jacket.,I need a break.,rejected,-1,0.95,0.685,7,train
i_02448,user_09,user_09_s07,61,1700090576,autism_neurodivergent,I need... that... go...,4,2.3,0,0,,,0.0,I want to leave.,I need some water.,I need my charger.,I want to leave.,I want to leave.,accepted,1,0.95,0.685,8,train
i_02449,user_10,user_10_s07,61,1700090613,autism_neurodivergent,crowd...,1,1.7;2.6,1,1,tablet;alone,,0.0,I want to be alone for a bit.,I need my headphones.,I need my tablet.,I need my tablet.,I want to be alone for a bit.,rejected,-1,0.95,0.685,8,train
i_02450,user_11,user_11_s07,61,1700090650,aac,read...,1,1.0,0,1,keys;glasses,,0.0,I need my glasses.,I need my notebook.,I need my keys.,I need my glasses.,I need my glasses.,accepted,1,0.95,0.685,8,train
i_02451,user_12,user_12_s07,61,1700090687,aac,can you get... coat...,4,1.1,0,1,jacket;phone,jacket,0.9,I need my phone.,I need my jacket.,I need my glasses.,I need my phone.,I need my jacket.,rejected,-1,0.95,0.955,7,train
i_02452,user_13,user_13_s07,61,1700090724,aac,can we... metal...,3,1.2;1.1,0,1,keys;water,,0.0,I need my jacket.,I need my keys.,I need some water.,I need my keys.,I need my keys.,accepted,1,0.264,0.479,2,train
i_02453,user_14,user_14_s07,61,1700090761,cognitive_fatigue,can you get... home...,4,2.0;1.2,0,1,jacket;leave,leave,0.73,I need my jacket.,I want to leave.,I need my keys.,I need my jacket.,I want to leave.,rejected,-1,0.95,0.904,10,train
i_02454,user_15,user_15_s07,61,1700090798,cognitive_fatigue,can we... much...,3,1.6,0,1,quiet;phone,quiet,0.56,It is too loud.,I need my blanket.,I need my phone.,It is too loud.,It is too loud.,accepted,1,0.461,0.706,3,train
i_02455,user_16,user_16_s07,61,1700090835,cognitive_fatigue,I need... that... cup...,4,2.6;1.0,0,1,water;charger,water,0.74,I need my charger.,I need my keys.,I need some water.,I need some water.,I need some water.,accepted,1,0.95,0.907,6,train
i_02456,user_17,user_17_s07,61,1700090872,aphasia_word_finding,I want... that... go...,4,1.8;2.1,0,1,phone;leave,,0.0,I need my charger.,I need my phone.,I want to leave.,I need my charger.,I want to leave.,rejected,-1,0.95,0.685,6,train
i_02457,user_18,user_18_s07,61,1700090909,cognitive_fatigue,can you get... tired...,4,2.4,0,1,break;jacket,,0.0,I need my keys.,I need my jacket.,I need a break.,I need my keys.,I need a break.,rejected,-1,0.868,0.66,5,train
i_02458,user_19,user_19_s07,61,1700090946,aphasia_word_finding,uh... out... out...,3,1.2;2.0,0,1,leave;keys,,0.0,I need my blanket.,I want to leave.,I need my keys.,I need my blanket.,I want to leave.,rejected,-1,0.95,0.685,10,train
i_02459,user_20,user_20_s07,61,1700090983,prefer_not_to_say,I need... that... cord...,4,1.4;0.7,0,1,glasses;charger,,0.0,I need my charger.,I need my glasses.,I need my blanket.,I need my blanket.,I need my charger.,rejected,-1,0.297,0.489,2,train
i_02460,user_21,user_21_s07,61,1700091020,aphasia_word_finding,I want... that... much...,4,2.6,1,1,quiet;charger,quiet,0.66,It is too loud.,I need my charger.,I need my tablet.,It is too loud.,It is too loud.,accepted,1,0.95,0.883,6,train
i_02461,user_22,user_22_s07,61,1700091057,cognitive_fatigue,can we... screen...,3,0.7;2.1,1,1,tablet;keys,tablet,0.88,I need my keys.,I need my blanket.,I need my tablet.,I need my tablet.,I need my tablet.,accepted,1,0.654,0.86,4,train
i_02462,user_23,user_23_s07,61,1700091094,aac,I need... book...,3,1.2,0,1,glasses;notebook,notebook,0.92,I need my notebook.,I need my glasses.,I need my tablet.,I need my notebook.,I need my notebook.,accepted,1,0.251,0.751,2,train
i_02463,user_24,user_24_s07,61,1700091131,prefer_not_to_say,can we... go...,3,2.4;1.0,0,1,headphones;leave,,0.0,I want to leave.,I need my headphones.,I need some water.,I need some water.,I want to leave.,rejected,-1,0.95,0.685,6,train
i_02464,user_25,user_25_s07,61,1700091168,cognitive_fatigue,can we... stop...,3,2.8,0,1,notebook;break,break,0.8,I need my notebook.,I need a break.,I need my charger.,I need a break.,I need a break.,accepted,1,0.95,0.925,8,train
i_02465,user_26,user_26_s07,61,1700091205,cognitive_fatigue,loud...,1,1.4,0,0,,,0.0,I need my phone.,It is too loud.,I need my tablet.,I need my phone.,It is too loud.,rejected,-1,0.95,0.685,7,train
i_02466,user_27,user_27_s07,61,1700091242,prefer_not_to_say,I... um... crowd...,3,2.8;1.8,0,0,,,0.0,I need my keys.,I want to be alone for a bit.,I need my headphones.,I need my keys.,I want to be alone for a bit.,rejected,-1,0.95,0.685,11,train
i_02467,user_28,user_28_s07,61,1700091279,prefer_not_to_say,I need... book...,3,2.4,0,1,glasses;notebook,,0.0,I need my headphones.,I need my notebook.,I need my glasses.,I need my headphones.,I need my notebook.,rejected,-1,0.95,0.685,7,train
i_02468,user_29,user_29_s07,61,1700091316,aphasia_word_finding,can you get... cannot...,4,0.9;1.0,0,1,blanket;help,help,0.87,I need my blanket.,I need my notebook.,I need help.,I need help.,I need help.,accepted,1,0.95,0.946,6,train
i_02469,user_30,user_30_s07,61,1700091353,other,uh... warm... warm...,3,2.7;1.6,0,0,,,0.0,I need my headphones.,I need my charger.,I need my jacket.,I need my jacket.,I need my jacket.,accepted,1,0.95,0.685,11,train
i_02470,user_31,user_31_s07,61,1700091390,cognitive_fatigue,I need... that... tired...,4,1.3;1.1,0,1,break;charger,break,0.67,I need some water.,I need a break.,I need my charger.,I need a break.,I need a break.,accepted,1,0.95,0.886,9,train
i_02471,user_32,user_32_s07,61,1700091427,cognitive_fatigue,people...,1,2.0;2.5,0,1,alone;glasses,,0.0,I need my glasses.,I want to be alone for a bit.,I need my tablet.,I need my tablet.,I want to be alone for a bit.,rejected,-1,0.64,0.592,4,train
i_02472,user_33,user_33_s07,61,1700091464,other,I need... drink...,3,0.8,0,1,water;blanket,water,0.86,I need my blanket.,I need some water.,I need my charger.,I need some water.,I need some water.,accepted,1,0.666,0.858,4,train
i_02473,user_34,user_34_s07,61,1700091501,speech_language,cable...,1,2.5;1.9,0,0,,,0.0,I need my headphones.,I need my glasses.,I need my charger.,I need my charger.,I need my charger.,accepted,1,0.323,0.497,2,train
i_02474,user_35,user_35_s07,61,1700091538,aphasia_word_finding,can we... loud...,3,0.9,0,1,quiet;blanket,,0.0,It is too loud.,I need my blanket.,I need my notebook.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,9,train
i_02475,user_36,user_36_s07,61,1700091575,cognitive_fatigue,can you get... stuck...,4,2.5,1,1,headphones;help,,0.0,I need my keys.,I need my headphones.,I need help.,I need my keys.,I need help.,rejected,-1,0.95,0.685,12,train
